;estado;cidade;pib;populacao;pib_percapita
4806;CEARÁ;Barroquinha;53454.80859375;15558;3435.84008789
4807;MINAS GERAIS;Itabirinha;50568.87109375;10819;4674.08007812
4808;PIAUÍ;São João da Canabrava;15651.91992188;4511;3469.7199707
4809;SÃO PAULO;Borebi;34413.14453125;2349;14650.12988281
4810;RIO GRANDE DO SUL;Sinimbu;121152.40625;10706;11316.30957031
4811;MINAS GERAIS;Simonésia;96474.9296875;17933;5379.74023438
4812;BAHIA;Remanso;155141.328125;39705;3907.35009766
4813;MINAS GERAIS;Poços de Caldas;2818455.75;151449;18609.9296875
4814;MINAS GERAIS;Carvalhos;26771.07617188;4735;5653.87011719
4815;MINAS GERAIS;Sabinópolis;87639.6796875;16326;5368.10986328
4816;MINAS GERAIS;Minas Novas;120427.390625;31647;3805.33007812
4817;RONDÔNIA;Pimenteiras do Oeste;68966.140625;2415;28557.41015625
4818;PARANÁ;Boa Ventura de São Roque;88497.1484375;6964;12707.79980469
4819;MINAS GERAIS;Bela Vista de Minas;57826.421875;10333;5596.29003906
4820;MINAS GERAIS;Aracitaba;15587.87890625;1885;8269.4296875
4821;TOCANTINS;Babaçulândia;93242.9921875;10698;8715.9296875
4822;TOCANTINS;Pugmil;32357.92773438;2252;14368.53027344
4823;PARANÁ;Jataizinho;81946.609375;11604;7061.93017578
4824;PARAÍBA;Santarém;11645.21484375;2749;4236.16015625
4825;RIO DE JANEIRO;Santo Antônio de Pádua;515187.90625;42405;12149.23046875
4826;SÃO PAULO;Boituva;1223898.125;44906;27254.66992188
4827;MINAS GERAIS;Salinas;237517.859375;38789;6123.33007812
4828;SÃO PAULO;Campo Limpo Paulista;838058.875;74863;11194.5703125
4829;RIO DE JANEIRO;Maricá;1079824.375;123492;8744.08007812
4830;TOCANTINS;Wanderlândia;66966.7734375;9493;7054.33007812
4831;RIO GRANDE DO SUL;Aceguá;115000.703125;4347;26455.18945312
4832;MARANHÃO;Água Doce do Maranhão;37689.296875;12460;3024.82006836
4833;MINAS GERAIS;Angelândia;47678.96484375;8571;5562.81982422
4834;RIO GRANDE DO SUL;Cristal;93160.71875;7393;12601.20996094
4835;GOIÁS;Santa Rosa de Goiás;20780.69140625;2765;7515.62011719
4836;MATO GROSSO DO SUL;Iguatemi;215600.4375;15222;14163.74023438
4837;MINAS GERAIS;Catas Altas;70746.1015625;4795;14754.13964844
4838;BAHIA;Maragogipe;178405.578125;43921;4061.9699707
4839;MINAS GERAIS;Brasilândia de Minas;134720.109375;13593;9910.99023438
4840;RIO GRANDE DO NORTE;Caraúbas;156053.3125;20471;7623.14013672
4841;RIO GRANDE DO SUL;Caxias do Sul;12509582.0;410166;30498.83007812
4842;SÃO PAULO;Onda Verde;129986.5;4005;32456.05078125
4843;MINAS GERAIS;Santana de Cataguases;19561.33984375;3785;5168.12011719
4844;AMAPÁ;Serra do Navio;109795.3046875;3982;27572.90039062
4845;RIO GRANDE DO SUL;Seberi;137429.21875;11098;12383.24023438
4846;RIO GRANDE DO SUL;Dois Irmãos das Missões;47824.69140625;2444;19568.19921875
4847;BAHIA;Novo Triunfo;36864.1328125;14763;2497.06005859
4848;PIAUÍ;Baixa Grande do Ribeiro;187569.125;10804;17361.08007812
4849;SANTA CATARINA;Balneário Gaivota;63575.9375;7959;7987.93017578
4850;RIO GRANDE DO SUL;Gramado dos Loureiros;21962.37695312;2399;9154.79980469
4851;BAHIA;Jiquiriçá;50515.6328125;13772;3668.0
4852;RIO GRANDE DO SUL;Paraíso do Sul;99716.1171875;7643;13046.71972656
4853;SANTA CATARINA;Pinhalzinho;397378.125;15692;25323.609375
4854;TOCANTINS;Araguaçu;106934.7265625;9225;11591.83984375
4855;BAHIA;Ituaçu;82193.359375;18772;4378.50976562
4856;TOCANTINS;Talismã;36111.77734375;2663;13560.55957031
4857;SÃO PAULO;Martinópolis;292783.40625;25533;11466.86035156
4858;SÃO PAULO;Aguaí;476532.65625;32101;14844.79003906
4859;MARANHÃO;Pio Xii;70833.7578125;22220;3187.84008789
4860;MINAS GERAIS;Lassance;127364.8671875;6651;19149.73046875
4861;MINAS GERAIS;Ouro Verde de Minas;29680.8046875;7215;4113.75976562
4862;MINAS GERAIS;Bom Repouso;84637.828125;10826;7818.02001953
4863;SÃO PAULO;Taquaritinga;644853.5625;55662;11585.16992188
4864;MINAS GERAIS;Serra dos Aimorés;85138.171875;8667;9823.25976562
4865;SÃO PAULO;Jaú;1760822.5;135546;12990.58984375
4866;PARÁ;Goianésia do Pará;127624.2265625;29164;4376.08984375
4867;PARANÁ;Nova Aliança do Ivaí;21147.484375;1434;14747.20019531
4868;SÃO PAULO;Dois Córregos;363964.34375;26040;13977.12988281
4869;GOIÁS;Aurilândia;34192.81640625;3709;9218.87988281
4870;SÃO PAULO;Iaras;51714.51171875;5658;9140.0703125
4871;BAHIA;Paulo Afonso;1743769.875;106703;16342.28027344
4872;MINAS GERAIS;Guaxupé;1037274.25;49719;20862.73046875
4873;TOCANTINS;Brasilândia do Tocantins;26675.76757812;2208;12081.41992188
4874;PERNAMBUCO;Cumaru;65920.3203125;13812;4772.68017578
4875;SÃO PAULO;Cafelândia;192295.0;16778;11461.13964844
4876;BAHIA;Barreiras;1693253.625;137832;12284.91015625
4877;PARÁ;Santa Isabel do Pará;277844.90625;55570;4999.91015625
4879;MINAS GERAIS;Candeias;129657.625;16281;7963.74023438
4880;SÃO PAULO;Silveiras;46585.80078125;5841;7975.64990234
4881;MINAS GERAIS;Belo Horizonte;44595204.0;2452617;18182.69921875
4882;MINAS GERAIS;Santa Rita de Minas;58281.58984375;5980;9746.08007812
4883;MINAS GERAIS;Mário Campos;75661.0546875;12029;6289.89013672
4884;MINAS GERAIS;Caiana;35661.89453125;4733;7534.72998047
4885;PARANÁ;São José dos Pinhais;11511811.0;279297;41217.1015625
4886;BAHIA;Apuarema;32103.33984375;7610;4218.56982422
4887;RIO GRANDE DO SUL;Ponte Preta;23686.04882812;1846;12831.00976562
4888;PARANÁ;Guapirama;41972.16796875;3645;11515.0
4889;RIO GRANDE DO NORTE;Porto do Mangue;96511.578125;5033;19175.75976562
4890;MATO GROSSO;Campinápolis;113937.0703125;14301;7967.06982422
4891;GOIÁS;Anápolis;8109760.0;335960;24139.06054688
4892;BAHIA;Cachoeira;193704.671875;33782;5733.95996094
4893;MINAS GERAIS;Rubelita;32559.80859375;8097;4021.2199707
4894;MINAS GERAIS;Ladainha;59610.83984375;17195;3466.75
4895;PERNAMBUCO;Camocim de São Félix;67847.71875;16574;4093.62011719
4896;MATO GROSSO DO SUL;Vicentina;60769.06640625;5783;10508.23046875
4897;RIO GRANDE DO NORTE;Encanto;23171.35546875;5365;4318.99023438
4898;RIO GRANDE DO SUL;Rosário do Sul;535277.0;41746;12822.24023438
4899;RIO GRANDE DO SUL;Dom Feliciano;155935.0;15300;10191.83007812
4900;SÃO PAULO;Osvaldo Cruz;411053.875;31461;13065.50976562
4901;RIO GRANDE DO SUL;Arroio do Sal;80252.4140625;7291;11007.04980469
4902;MARANHÃO;Tufilândia;28744.01367188;5687;5054.33984375
4903;PIAUÍ;Angical do Piauí;25210.82421875;6793;3711.29003906
4904;RIO GRANDE DO SUL;Vista Alegre;37703.0859375;2932;12859.16992188
4905;TOCANTINS;Itaporã do Tocantins;31261.0703125;3135;9971.62988281
4906;SANTA CATARINA;Antônio Carlos;255497.78125;7466;34221.51171875
4907;MATO GROSSO;Ribeirãozinho;32890.05078125;2194;14990.91015625
4908;GOIÁS;Montes Claros de Goiás;104265.5703125;8070;12920.15039062
4909;PIAUÍ;Pajeú do Piauí;12159.56835938;3802;3198.19995117
4910;RIO GRANDE DO NORTE;Riachuelo;29479.8203125;7171;4110.97998047
4911;PIAUÍ;Eliseu Martins;17763.77539062;4923;3608.32006836
4912;GOIÁS;Palmeiras de Goiás;426385.15625;22798;18702.74023438
4913;PIAUÍ;Santa Cruz do Piauí;19409.03515625;5969;3251.63989258
4914;SÃO PAULO;Júlio Mesquita;32815.91015625;4539;7229.77001953
4915;MINAS GERAIS;Matipó;157143.3125;17017;9234.49023438
4916;MINAS GERAIS;Santa Maria do Salto;25498.65429688;5989;4257.58007812
4917;TOCANTINS;Aragominas;38742.546875;5555;6974.35986328
4918;MARANHÃO;São João Batista;47761.42578125;18570;2571.9699707
4919;SÃO PAULO;Santana de Parnaíba;3233583.0;114321;28285.11914062
4920;SANTA CATARINA;Santa Terezinha;134408.484375;9363;14355.28027344
4921;PARANÁ;Sulina;42495.37109375;3434;12374.88964844
4922;SÃO PAULO;Pirapora do Bom Jesus;123798.3671875;15706;7882.22998047
4923;SÃO PAULO;Américo de Campos;49532.8203125;5488;9025.66015625
4924;ACRE;Xapuri;150262.34375;15079;9965.00976562
4925;SANTA CATARINA;Rodeio;133049.5625;11215;11863.54003906
4926;RIO GRANDE DO SUL;Mormaço;48588.73046875;2713;17909.58984375
4927;SÃO PAULO;Carapicuíba;3068291.25;392701;7813.29980469
4928;RIO GRANDE DO NORTE;Florânia;41976.34375;8487;4945.95996094
4929;MINAS GERAIS;Itanhomi;63975.62109375;12357;5177.27978516
4930;SANTA CATARINA;Fraiburgo;505606.65625;36469;13864.00976562
4931;SÃO PAULO;São Paulo;389317152.0;11037593;35271.9296875
4932;PARAÍBA;Vieirópolis;16745.3203125;4908;3411.84008789
4933;BAHIA;Ruy Barbosa;125032.375;30422;4109.93017578
4934;BAHIA;Olindina;92409.46875;24557;3763.06005859
4935;RIO GRANDE DO SUL;Nova Candelária;64413.734375;2789;23095.640625
4936;ESPIRITO SANTO;Apiacá;48217.1796875;7883;6116.60009766
4937;PARANÁ;Santa Inês;20552.97460938;1882;10920.8203125
4938;RIO GRANDE DO SUL;Arroio Grande;313982.40625;18748;16747.51953125
4939;TOCANTINS;Rio dos Bois;29670.2109375;2136;13890.54980469
4940;ESPIRITO SANTO;Piúma;127082.0078125;17212;7383.33984375
4941;SÃO PAULO;Birigui;1409186.625;110911;12705.55957031
4942;MATO GROSSO;Sorriso;2339762.25;60028;38977.8515625
4943;MINAS GERAIS;Bicas;95820.9765625;14309;6696.54980469
4944;TOCANTINS;Novo Alegre;14066.19335938;1802;7805.87988281
4945;ESPIRITO SANTO;Viana;893107.0;60829;14682.25976562
4946;MINAS GERAIS;Barão de Cocais;349174.84375;28074;12437.66015625
4947;SANTA CATARINA;Nova Trento;169361.8125;12025;14084.13964844
4948;RIO GRANDE DO SUL;Cruzaltense;28069.95703125;2266;12387.45019531
4949;SÃO PAULO;Franco da Rocha;1564532.625;131366;11909.71972656
4950;MINAS GERAIS;Luz;245971.703125;17835;13791.51953125
4951;MINAS GERAIS;Cristiano Otoni;37144.7109375;5039;7371.43994141
4952;PIAUÍ;Luzilândia;84202.2109375;25099;3354.80004883
4953;SÃO PAULO;Herculândia;113647.359375;9125;12454.50976562
4954;SÃO PAULO;São Simão;217419.265625;14329;15173.37011719
4955;SERGIPE;Simão Dias;238324.46875;38343;6215.58984375
4956;PARANÁ;Palmas;415964.96875;43409;9582.45996094
4957;RIO DE JANEIRO;Mesquita;1506850.625;190056;7928.45996094
4958;PARÁ;Pau_D'Arco;36384.5546875;6522;5578.74023438
4959;GOIÁS;Colinas do Sul;21580.93164062;4026;5360.39013672
4960;MINAS GERAIS;Piedade de Ponte Nova;31068.96875;4273;7271.0
4961;PARAÍBA;Tacima;34820.75;9854;3533.66992188
4962;SÃO PAULO;Olímpia;931039.375;50602;18399.25976562
4963;PARANÁ;Santa Helena;287765.59375;24198;11892.12011719
4964;PARANÁ;Cascavel;4991770.0;296254;16849.63085938
4965;ALAGOAS;São Miguel dos Campos;524210.28125;54064;9696.11035156
4966;GOIÁS;Cidade Ocidental;212909.28125;52380;4064.70996094
4967;RIO GRANDE DO SUL;Feliz;186196.921875;12198;15264.54980469
4968;SANTA CATARINA;Mirim Doce;62780.0703125;2583;24305.09960938
4969;PIAUÍ;São Julião;20749.42382812;6111;3395.41992188
4970;SANTA CATARINA;Santa Helena;34116.1953125;2484;13734.37988281
4971;SÃO PAULO;Tuiuti;68014.0390625;6284;10823.37011719
4972;PARÁ;Brejo Grande do Araguaia;32709.0234375;7688;4254.56005859
4973;PIAUÍ;Caraúbas do Piauí;20702.53710938;5595;3700.18994141
4974;GOIÁS;Campos Verdes;29449.41210938;6093;4833.31982422
4975;AMAZONAS;Jutaí;68712.0;16791;4092.18994141
4976;MINAS GERAIS;Morro da Garça;39328.984375;2966;13259.94042969
4977;MATO GROSSO DO SUL;Pedro Gomes;112090.9921875;8537;13130.01953125
4978;GOIÁS;Anhanguera;8194.40429688;1018;8049.50976562
4979;MATO GROSSO;São José do Povo;26840.12890625;3451;7777.49023438
4980;RONDÔNIA;Castanheiras;53634.8203125;3685;14554.90039062
4981;MINAS GERAIS;Conceição do Mato Dentro;111202.734375;18534;5999.93017578
4982;PARÁ;Medicilândia;134716.71875;23682;5688.56982422
4983;MINAS GERAIS;São Geraldo da Piedade;23582.0546875;4865;4847.29003906
4984;SÃO PAULO;Lutécia;45721.30078125;2855;16014.46972656
4985;PARANÁ;Terra Rica;177265.890625;15060;11770.63964844
4986;MARANHÃO;Santa Inês;421676.125;85701;4920.31982422
4987;SÃO PAULO;Campina do Monte Alegre;73844.609375;5560;13281.40039062
4988;RIO GRANDE DO SUL;Presidente Lucena;35092.86328125;2526;13892.66015625
4989;MARANHÃO;Lago Verde;54978.83203125;15103;3640.26000977
4990;PARAÍBA;Monte Horebe;17304.15234375;4498;3847.08007812
4991;PIAUÍ;Picos;578547.3125;73021;7923.02978516
4992;MINAS GERAIS;Alpinópolis;215429.453125;18619;11570.41015625
4993;RIO GRANDE DO SUL;Pedras Altas;47907.4765625;2638;18160.52929688
4994;MINAS GERAIS;Ibiaí;37470.42578125;7907;4738.89013672
4995;SÃO PAULO;Ibirarema;97352.359375;7235;13455.75
4996;SÃO PAULO;Terra Roxa;76626.2578125;8619;8890.38964844
4997;BAHIA;Itaeté;57720.859375;14664;3936.22998047
4998;MARANHÃO;Porto Rico do Maranhão;31663.69140625;7179;4410.60009766
4999;PIAUÍ;Morro Cabeça No Tempo;13979.54101562;4378;3193.12988281
5000;PARANÁ;Cornélio Procópio;698087.4375;48544;14380.50976562
5001;PARANÁ;Marilândia do Sul;144476.171875;9197;15709.04980469
5002;BAHIA;Livramento de Nossa Senhora;222608.734375;44568;4994.81005859
5003;AMAZONAS;Santa Isabel do Rio Negro;56945.6171875;18506;3077.13989258
5004;SÃO PAULO;Maracaí;460151.53125;13710;33563.19921875
5005;RIO GRANDE DO SUL;Ipiranga do Sul;44232.87890625;2029;21800.33007812
5006;PERNAMBUCO;São José do Egito;140408.234375;31792;4416.45996094
5007;SÃO PAULO;Estiva Gerbi;177056.328125;9657;18334.50976562
5008;RIO GRANDE DO NORTE;Felipe Guerra;50226.83203125;5875;8549.25
5009;SÃO PAULO;Barretos;1653910.75;113618;14556.76953125
5010;MINAS GERAIS;Ilicínea;90500.046875;11828;7651.33984375
5011;MINAS GERAIS;Conselheiro Pena;167532.78125;22539;7433.02001953
5012;ALAGOAS;Paripueira;44169.84765625;10222;4321.06005859
5013;GOIÁS;Panamá;49949.5390625;2665;18742.7890625
5014;MATO GROSSO;Nova Nazaré;27923.3046875;2955;9449.50976562
5015;BAHIA;Nova Ibiá;33765.703125;7029;4803.77001953
5016;MINAS GERAIS;Extrema;1394322.5;27155;51346.80078125
5017;MINAS GERAIS;Sete Lagoas;4105512.0;225358;18217.73046875
5018;PERNAMBUCO;Riacho das Almas;88251.09375;18930;4661.97021484
5019;BAHIA;Inhambupe;163543.890625;36719;4453.93017578
5020;BAHIA;Ibicoara;226989.453125;16940;13399.61035156
5021;AMAZONAS;Humaitá;225637.4375;40735;5539.14990234
5022;BAHIA;Pedrão;24826.99804688;7597;3268.0
5023;TOCANTINS;Santa Maria do Tocantins;20152.46484375;2807;7179.35986328
5024;MINAS GERAIS;Casa Grande;17346.85742188;2129;8147.89013672
5025;PARAÍBA;São José de Princesa;17805.90820312;4756;3743.87988281
5026;PERNAMBUCO;Ibimirim;122712.40625;29018;4228.83984375
5027;RIO GRANDE DO SUL;Rolador;39476.296875;2869;13759.59960938
5028;MINAS GERAIS;Soledade de Minas;34376.37890625;5795;5932.08007812
5029;SANTA CATARINA;Irani;106351.1875;9754;10903.33984375
5030;MARANHÃO;Palmeirândia;66771.796875;18772;3556.98999023
5031;RIO GRANDE DO NORTE;Japi;21833.80664062;5693;3835.19995117
5032;SÃO PAULO;Bento de Abreu;65185.91015625;2982;21859.80078125
5033;RORAIMA;Boa Vista;4090497.0;266901;15325.90039062
5034;PARAÍBA;Soledade;64857.828125;13623;4760.91015625
5035;GOIÁS;Itumbiara;2151446.5;92832;23175.69921875
5036;TOCANTINS;Santa Rosa do Tocantins;49180.37890625;4565;10773.36035156
5037;SÃO PAULO;Jaci;136558.5625;5556;24578.58007812
5038;RIO GRANDE DO SUL;Santa Clara do Sul;83222.2421875;5868;14182.38964844
5039;SÃO PAULO;Monte Aprazível;439778.15625;21015;20926.86914062
5040;MINAS GERAIS;Delta;222820.390625;7210;30904.34960938
5041;SÃO PAULO;Murutinga do Sul;43550.0;4290;10151.51953125
5042;SÃO PAULO;Suzanápolis;106581.4296875;3805;28010.890625
5043;CEARÁ;Palhano;38838.16015625;9268;4190.56982422
5044;PIAUÍ;Nova Santa Rita;14452.109375;4199;3441.80004883
5045;SERGIPE;Santa Rosa de Lima;21898.6953125;3996;5480.14990234
5046;MINAS GERAIS;Ibertioga;36401.06640625;5206;6992.14013672
5047;BAHIA;Sítio do Mato;57113.71484375;13187;4331.06005859
5048;PARAÍBA;Piancó;74325.6484375;16455;4516.89990234
5049;GOIÁS;Rianápolis;74336.078125;4256;17466.1796875
5050;GOIÁS;Guapó;88643.953125;13973;6343.95019531
5051;MINAS GERAIS;Turvolândia;66255.15625;5020;13198.24023438
5052;RIO GRANDE DO SUL;Manoel Viana;97963.34375;6954;14087.33984375
5053;RIO GRANDE DO NORTE;Vera Cruz;49257.3515625;10861;4535.25
5054;GOIÁS;Vicentinópolis;135124.515625;6093;22177.00976562
5055;SÃO PAULO;Nuporanga;139958.46875;7004;19982.65039062
5056;SÃO PAULO;Populina;59528.67578125;4253;13996.87011719
5057;MINAS GERAIS;Datas;26411.16992188;5696;4636.79003906
5058;SÃO PAULO;Iacanga;345773.4375;9732;35529.53125
5059;PARÁ;Alenquer;208143.0625;57067;3647.35009766
5060;BAHIA;Iuiú;54116.75;12093;4475.04980469
5061;RIO GRANDE DO SUL;Trindade do Sul;68865.65625;6105;11280.20996094
5062;PIAUÍ;Monsenhor Gil;44702.359375;10639;4201.74023438
5063;BAHIA;Caturama;26457.0;8713;3036.5
5064;MINAS GERAIS;Carandaí;286908.25;23286;12321.05957031
5065;PARAÍBA;São José do Brejo do Cruz;8949.33886719;1707;5242.72998047
5066;RIO GRANDE DO SUL;Alto Alegre;33629.3828125;1945;17290.16992188
5067;GOIÁS;Planaltina;376268.8125;79651;4723.97021484
5068;PARANÁ;Itaúna do Sul;27650.56640625;3621;7636.16992188
5069;MINAS GERAIS;Dores de Guanhães;28126.56054688;5751;4890.72998047
5070;RIO DE JANEIRO;Macuco;80818.03125;5626;14365.09960938
5071;MINAS GERAIS;Conceição das Alagoas;493776.125;21938;22507.80078125
5072;SANTA CATARINA;São Bernardino;41336.984375;2633;15699.58007812
5073;BAHIA;Elísio Medrado;30162.81640625;8183;3686.0300293
5074;MINAS GERAIS;Montes Claros;3815101.25;363227;10503.34960938
5075;ALAGOAS;Igaci;81381.578125;25865;3146.39990234
5076;PARAÍBA;São João do Cariri;21729.8828125;4563;4762.18994141
5077;MINAS GERAIS;Santa Rita de Jacutinga;49552.31640625;5869;8443.05957031
5078;SANTA CATARINA;Santa Rosa de Lima;31747.20898438;2103;15096.15039062
5079;SANTA CATARINA;Garuva;276213.59375;14281;19341.33007812
5080;AMAZONAS;Anori;74464.953125;14688;5069.77978516
5081;MINAS GERAIS;Cuparaque;25417.3125;4561;5572.75
5082;SANTA CATARINA;Balneário Camboriú;1712670.375;102081;16777.56054688
5083;CEARÁ;Cascavel;388962.96875;67956;5723.75
5084;BAHIA;Amargosa;162852.53125;35278;4616.25976562
5085;RIO DE JANEIRO;Itaperuna;1283837.125;99454;12908.84960938
5086;RONDÔNIA;Vale do Anari;114088.8984375;9100;12537.24023438
5087;SÃO PAULO;Barrinha;267717.03125;27169;9853.76953125
5088;SÃO PAULO;Pirajuí;207463.359375;22192;9348.55957031
5089;SÃO PAULO;Chavantes;208633.546875;12688;16443.36914062
5090;GOIÁS;Bonópolis;37179.375;3413;10893.45996094
5091;CEARÁ;Barro;77142.3359375;21556;3578.68994141
5092;MARANHÃO;Turiaçu;120007.84375;33649;3566.45996094
5093;MINAS GERAIS;Couto de Magalhães de Minas;21101.953125;4560;4627.62011719
5094;MINAS GERAIS;Varjão de Minas;89225.984375;6520;13684.96972656
5095;MATO GROSSO DO SUL;Deodápolis;102620.125;11600;8846.55957031
5096;MINAS GERAIS;Felixlândia;146535.953125;14287;10256.58984375
5097;PERNAMBUCO;São João;94844.265625;22087;4294.12011719
5098;MATO GROSSO;União do Sul;95659.96875;4093;23371.59960938
5099;SANTA CATARINA;Curitibanos;541725.9375;39045;13874.40039062
5100;PARAÍBA;Itatuba;52518.5;10182;5157.97021484
5101;GOIÁS;Santa Tereza de Goiás;29901.0078125;4141;7220.72021484
5102;RIO GRANDE DO SUL;Taquaruçu do Sul;35305.75390625;2925;12070.33984375
5103;MARANHÃO;Aldeias Altas;101972.6640625;22667;4498.72998047
5104;SÃO PAULO;Salesópolis;153077.25;16041;9542.87011719
5105;PARAÍBA;Santana de Mangueira;22390.44921875;5764;3884.5300293
5106;GOIÁS;Anicuns;241263.75;18027;13383.46972656
5107;SÃO PAULO;Meridiano;42162.82421875;3929;10731.1796875
5108;RONDÔNIA;Cujubim;193657.34375;14889;13006.74023438
5109;TOCANTINS;Santa Terezinha do Tocantins;14389.21777344;2343;6141.35986328
5110;PARANÁ;Xambrê;43094.00390625;5829;7393.04003906
5111;PIAUÍ;Ribeiro Gonçalves;94873.359375;6869;13811.8203125
5112;GOIÁS;Cristianópolis;28858.2109375;3174;9092.05957031
5113;GOIÁS;Niquelândia;689136.6875;39803;17313.68945312
5114;PARANÁ;Ariranha do Ivaí;26521.0625;2533;10470.21972656
5115;SÃO PAULO;Itaquaquecetuba;2861017.25;359253;7963.79980469
5116;ESPIRITO SANTO;Vila Valério;184566.296875;14048;13138.25976562
5117;PIAUÍ;Boqueirão do Piauí;17958.12109375;6599;2721.34008789
5118;PERNAMBUCO;São Vicente Ferrer;73439.6015625;17333;4236.97998047
5119;MATO GROSSO DO SUL;Nova Alvorada do Sul;239135.078125;12673;18869.65039062
5120;RIO GRANDE DO SUL;Soledade;326182.90625;31028;10512.53027344
5121;MINAS GERAIS;Maria da Fé;99384.8984375;14637;6789.97998047
5122;PARANÁ;Bom Sucesso do Sul;62097.67578125;3075;20194.36914062
5123;MINAS GERAIS;Lavras;1211762.625;92542;13094.19042969
5124;GOIÁS;Ouvidor;194923.21875;5017;38852.55078125
5125;ALAGOAS;Carneiros;24778.15429688;8463;2927.82006836
5126;MINAS GERAIS;Capim Branco;44516.3515625;9276;4799.08984375
5127;PARANÁ;Quinta do Sol;67906.765625;5189;13086.6796875
5128;MINAS GERAIS;Santana do Paraíso;201738.765625;24695;8169.22021484
5129;BAHIA;Guajeru;29756.83203125;9330;3189.37011719
5130;PARANÁ;Missal;124092.0546875;10760;11532.71972656
5131;GOIÁS;Uruaçu;350877.25;34470;10179.20996094
5132;BAHIA;Alcobaça;142096.75;20242;7019.89990234
5133;MINAS GERAIS;Brasília de Minas;146346.96875;32438;4511.58984375
5134;RIO GRANDE DO SUL;General Câmara;107045.6640625;9101;11761.96972656
5136;SANTA CATARINA;Maracajá;120909.96875;6185;19548.90039062
5137;SÃO PAULO;Estrela do Norte;27035.44726562;2474;10927.83007812
5138;MINAS GERAIS;Coluna;39630.35546875;9570;4141.10009766
5139;MARANHÃO;Campestre do Maranhão;68475.671875;12716;5385.0
5140;PARAÍBA;Lagoa de Dentro;35610.0234375;7495;4751.16992188
5141;MINAS GERAIS;Durandé;49162.2421875;7146;6879.68994141
5142;BAHIA;Curaçá;142728.21875;34421;4146.54003906
5143;MINAS GERAIS;Boa Esperança;426140.21875;39254;10855.96972656
